,Brands,Model,BEE_Rating,Tons,Reviews_Count,Ratings_Count,Cust_Review,Original_Price,Current_Price,Room_Size,Annual_Power_Usage,Discount,Discount_Band
615,Whirlpool,Whirlpool 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,10,3.9,68999,68799,111 - 150,2550.0,0.3,A
616,Voltas,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,0,5,3.8,73990,73990,111 - 150,892.9,0.0,A
617,IFB,IFB 7 Stage Air Treatment 1.5 Ton 5 Star Split Inverter PM 0.3 Filter Gold Series AC  - White,5.0,1.5,48,361,4.3,55490,55490,111 - 150,853.68,0.0,A
618,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14,0.0,A
619,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
620,IFB,IFB 7 Stage Air Treatment 1 Ton 3 Star Split Inverter PM 0.3 Filter Silver Series AC  - White,3.0,1.0,304,2053,4.3,40490,40490,90,732.29,0.0,A
621,Lloyd,Lloyd 2023 Model 0.8 Ton 3 Star Split Inverter AC  - White,3.0,0.8,845,5000,4.2,47990,47000,90,549.06,2.1,A
622,Blue,Blue Star Convertible 4-in-1 Cooling 1 Ton 5 Star Split Inverter AC  - White,5.0,1.0,1521,13889,4.2,62000,62000,90,583.06,0.0,A
623,Hitachi,Hitachi 1 Ton 3 Star Split AC  - White,3.0,1.0,0,4,3.0,43599,43599,90,756.3,0.0,A
624,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03,0.0,A
625,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39,0.0,A
626,Whirlpool,Whirlpool 4 in 1 Convertible Cooling 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,663,5994,4.1,58999,55999,90,690.49,5.1,A
627,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
628,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
629,Hitachi,Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,0,4,2.8,66500,66500,111 - 150,897.84,0.0,A
630,Daikin,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,6,122,4.0,61990,61990,111 - 150,0.0,0.0,A
631,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
632,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03,29.6,B
633,Voltas,Voltas 1.5 Ton 5 Star Split Inverter adjustible AC  - White,5.0,1.5,16,150,4.2,73990,73990,111 - 150,892.9,0.0,A
634,LG,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with ...",5.0,1.5,2889,28367,4.2,86990,86990,111 - 150,685.26,0.0,A
635,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
636,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
637,Daikin,Daikin 1.5 Ton 4 Star Split Inverter AC with PM 2.5 Filter  - White,4.0,1.5,65,642,4.2,61300,61300,111 - 150,966.47,0.0,A
638,Hitachi,"Hitachi 1.5 Ton 5 Star Split Inverter AC  - White, Gold",5.0,1.5,4,13,4.4,60090,60090,111 - 150,869.21,0.0,A
639,Godrej,Godrej 1.5 Ton 3 Star Window AC  - White,3.0,1.5,30,211,4.2,29900,29900,111 - 150,1265.66,0.0,A
640,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14,0.0,A
641,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
642,Daikin,Daikin 1.8 Ton 3 Star Hot and Cold Split Inverter AC  - White,3.0,1.8,3,65,3.9,76600,54599,151 - 200,1057.21,28.7,B
643,Lloyd,Lloyd 2 Ton 3 Star Split Inverter AC  - White,3.0,2.0,82,775,4.0,73990,48980,151 - 200,1263.64,33.8,C
644,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03,0.0,A
645,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39,0.0,A
646,Lloyd,Lloyd 2 Ton 3 Star Split Inverter AC  - White,3.0,2.0,0,5,3.8,73990,48980,151 - 200,1283.64,33.8,C
647,Daikin,Daikin 1 Ton 3 Star Split Inverter with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.0,1.0,189,2009,4.2,42000,35999,90,1110.0,14.3,A
648,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
649,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
650,Whirlpool,Whirlpool 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,2,23,3.9,65000,32479,111 - 150,0.0,50.0,D
651,Panasonic,Panasonic 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,0,4,4.0,57900,36999,111 - 150,1023.96,36.1,C
652,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03,29.6,B
653,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
654,Blue,Blue Star 2023 Model 1 Ton 4 Star Split Inverter AC  - White,4.0,1.0,1521,13889,4.2,59000,33999,90,565.65,42.4,C
655,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,2,28,2.9,65990,39400,111 - 150,1077.45,40.3,C
656,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
657,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
658,SAMSUNG,SAMSUNG 2023 Model 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,0,4,3.3,64990,37900,111 - 150,977.8,41.7,C
659,SAMSUNG,SAMSUNG 2023 Model 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,1,4,3.8,54990,38990,90,624.48,29.1,B
660,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14,0.0,A
661,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
662,Lloyd,Lloyd 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - Print White,5.0,1.0,0,18,2.8,59438,40200,90,577.43,32.4,C
663,Panasonic,Panasonic 1 Ton 5 Star Window AC  - White,5.0,1.0,5,34,4.3,33000,19999,90,1056.45,39.4,C
664,Daikin,Daikin 0.8 Ton 3 Star Split with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.0,0.8,204,2045,4.3,32000,26499,90,767.0,17.2,B
665,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03,0.0,A
666,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39,0.0,A
667,Lloyd,Lloyd 2 Ton 3 Star Split AC  - White,3.0,2.0,3,8,3.9,68990,48650,151 - 200,808.94,29.5,B
668,CARRIER,CARRIER 2 Ton 3 Star Window AC  - White,3.0,2.0,0,21,3.7,40160,39800,151 - 200,0.0,0.9,A
669,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
670,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
671,Hitachi,Hitachi 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,10,67,3.6,43870,42871,111 - 150,1179.56,2.3,A
672,Godrej,Godrej 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,2,16,3.7,42900,29900,90,780.56,30.3,C
673,Panasonic,Panasonic 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.0,1,4,5.0,51990,34599,90,686.48,33.5,C
674,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03,29.6,B
675,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
676,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,0,3,2.7,50990,36990,111 - 150,1835.0,27.5,B
677,Daikin,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,43,462,4.3,48000,39599,111 - 150,1045.0,17.5,B
678,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
679,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
680,SAMSUNG,SAMSUNG 2023 Model 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,1,4,3.8,54990,38990,90,624.48,29.1,B
681,Panasonic,Panasonic 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.0,1,4,5.0,51990,34599,90,686.48,33.5,C
682,Godrej,"Godrej 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White, Gold",5.0,1.5,3,36,4.0,55900,40500,111 - 150,840.2,27.5,B
683,CARRIER,CARRIER 2 Ton 3 Star Window AC  - White,3.0,2.0,0,21,3.7,40160,39800,151 - 200,0.0,0.9,A
684,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14,34.0,C
685,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
686,Whirlpool,Whirlpool Convertible 5-in-1 Cooling 2023 Model 2 Ton 3 Star Split Inverter 6th Sense Technology AC  -...,3.0,2.0,17,243,3.9,78200,41590,151 - 200,1209.98,46.8,D
687,CARRIER,CARRIER 1 Ton 5 Star Split Inverter AC  - White,5.0,1.0,1,3,4.7,68190,42500,90,594.17,37.7,C
688,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03,32.4,C
689,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
690,Lloyd,Lloyd 1.5 Ton 3 Star Window AC  - White,3.0,1.5,20,185,4.3,37990,27290,111 - 150,1217.61,28.2,B
691,Blue,Blue Star 2023 Model 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,5.0,1.5,1,16,3.7,74000,44989,111 - 150,770.98,39.2,C
692,Hitachi,Hitachi 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,1,15,3.4,74100,45100,111 - 150,813.13,39.1,C
693,Daikin,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,43,462,4.3,48000,39599,111 - 150,1045.0,17.5,B
694,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03,32.5,C
695,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
696,Daikin,Daikin 1.5 Ton 3 Star Split AC  - White,3.0,1.5,4,52,3.9,42990,37218,111 - 150,0.0,13.4,A
697,Voltas,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,117,1421,4.1,59900,34300,111 - 150,1052.15,42.7,C
698,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39,32.6,C
699,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
700,Lloyd,Lloyd 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,1,26,3.7,44990,31499,90,745.89,30.0,B
701,LG,LG 1.5 Ton 2 Star Split Dual Inverter AC  - White,2.0,1.5,1,11,3.7,47900,34900,111 - 150,1031.35,27.1,B
702,ONIDA,ONIDA 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,137,832,4.3,60890,42500,111 - 150,0.0,30.2,C
703,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14,0.0,A
704,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
705,Daikin,Daikin 0.8 Ton 3 Star Split AC  - White,3.0,0.8,4,45,4.0,30000,26999,90,0.0,10.0,A
706,Blue,Blue Star Convertible 4 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter WiFi Inverter AC Multi S...,5.0,1.5,0,3,3.7,71750,47500,111 - 150,867.55,33.8,C
707,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03,0.0,A
708,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39,0.0,A
709,CARRIER,"CARRIER 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - Beige, Black",5.0,1.5,82,588,4.0,79890,47300,111 - 150,871.59,40.8,C
710,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,4,3.8,60990,36990,111 - 150,1136.07,39.4,C
711,Hitachi,"Hitachi 1.5 Ton 3 Star Split AC  - Gold, White",3.0,1.5,68,690,4.0,47690,37899,111 - 150,1157.29,20.5,B
712,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
713,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
714,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03,29.6,B
715,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
716,Panasonic,Panasonic 1 Ton 4 Star Split Inverter AC  - White,4.0,1.0,11,46,4.2,38890,38890,90,0.0,0.0,A
717,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
718,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
719,CARRIER,"CARRIER Flexicool Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter Auto Cleanser, Dual Filtrat...",5.0,1.5,1033,10378,4.1,74090,47000,111 - 150,841.86,36.6,C
720,Voltas,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,244,2635,4.1,61000,33999,111 - 150,1052.15,44.3,C
721,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14,34.0,C
722,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
723,CARRIER,"CARRIER Flexicool Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter Auto Cleanser, Dual Filtrat...",5.0,1.5,1033,10378,4.1,74090,47000,111 - 150,841.86,36.6,C
724,Panasonic,Panasonic 1.5 Ton 4 Star Split AC with Wi-fi Connect  - White,4.0,1.5,0,5,3.6,55345,38890,111 - 150,876.76,29.7,B
725,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03,32.4,C
726,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
727,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03,32.5,C
728,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
729,Lloyd,Lloyd 2023 Model 0.8 Ton 3 Star Split Inverter AC  - White,3.0,0.8,845,5000,4.2,47990,29599,90,549.06,38.3,C
730,Daikin,Daikin 1.8 Ton 3 Star Split AC  - White,3.0,1.8,3,8,3.6,48000,48000,151 - 200,0.0,0.0,A
731,Panasonic,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,5.0,1.5,25,135,4.2,69900,48700,111 - 150,848.28,30.3,C
732,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39,32.6,C
733,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
734,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
735,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
736,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14,34.0,C
737,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
738,Panasonic,Panasonic 1 Ton 3 Star Split AC  - White,3.0,1.0,7,34,4.4,31000,31000,90,686.48,0.0,A
739,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03,32.4,C
740,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
741,Voltas,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,14,127,4.3,61990,61990,111 - 150,1685.0,0.0,A
742,Hitachi,Hitachi 1.5 Ton 3 Star Split Inverter AC  - Gold,3.0,1.5,307,3144,4.0,52700,52699,111 - 150,1730.0,0.0,A
743,Panasonic,Panasonic 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,2330,19830,4.3,50000,41910,111 - 150,1002.72,16.2,B
744,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03,32.5,C
745,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
746,Voltas,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,3,28,4.4,51990,51990,111 - 150,1096.98,0.0,A
747,Hitachi,"Hitachi 2 Ton 3 Star Split Inverter AC  - White, Gold",3.0,2.0,1,34,4.2,59590,59590,151 - 200,0.0,0.0,A
748,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39,32.6,C
749,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
750,LG,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,5.0,1.5,1,18,4.2,83990,51890,111 - 150,968.61,38.2,C
751,Daikin,Daikin 1.5 Ton 3 Star Split with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.0,1.5,204,2045,4.3,43800,40288,111 - 150,1425.0,8.0,A
752,Hitachi,Hitachi 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,4,23,3.6,41290,41290,90,0.0,0.0,A
753,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
754,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
