,Brands,Model,BEE_Rating,Tons,Reviews_Count,Ratings_Count,Cust_Review,Original_Price,Current_Price,Room_Size,Annual_Power_Usage
682,Godrej,"Godrej 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White, Gold",5.0,1.5,3,36,4.0,55900,40500,111 - 150,840.2
683,CARRIER,CARRIER 2 Ton 3 Star Window AC  - White,3.0,2.0,0,21,3.7,40160,39800,151 - 200,0.0
684,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14
685,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
686,Whirlpool,Whirlpool Convertible 5-in-1 Cooling 2023 Model 2 Ton 3 Star Split Inverter 6th Sense Technology AC  -...,3.0,2.0,17,243,3.9,78200,41590,151 - 200,1209.98
687,CARRIER,CARRIER 1 Ton 5 Star Split Inverter AC  - White,5.0,1.0,1,3,4.7,68190,42500,90,594.17
688,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03
689,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
690,Lloyd,Lloyd 1.5 Ton 3 Star Window AC  - White,3.0,1.5,20,185,4.3,37990,27290,111 - 150,1217.61
691,Blue,Blue Star 2023 Model 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,5.0,1.5,1,16,3.7,74000,44989,111 - 150,770.98
692,Hitachi,Hitachi 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,1,15,3.4,74100,45100,111 - 150,813.13
693,Daikin,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,43,462,4.3,48000,39599,111 - 150,1045.0
694,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03
695,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
696,Daikin,Daikin 1.5 Ton 3 Star Split AC  - White,3.0,1.5,4,52,3.9,42990,37218,111 - 150,0.0
697,Voltas,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,117,1421,4.1,59900,34300,111 - 150,1052.15
698,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39
699,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
700,Lloyd,Lloyd 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,1,26,3.7,44990,31499,90,745.89
701,LG,LG 1.5 Ton 2 Star Split Dual Inverter AC  - White,2.0,1.5,1,11,3.7,47900,34900,111 - 150,1031.35
702,ONIDA,ONIDA 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,137,832,4.3,60890,42500,111 - 150,0.0
703,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14
704,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
705,Daikin,Daikin 0.8 Ton 3 Star Split AC  - White,3.0,0.8,4,45,4.0,30000,26999,90,0.0
706,Blue,Blue Star Convertible 4 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter WiFi Inverter AC Multi S...,5.0,1.5,0,3,3.7,71750,47500,111 - 150,867.55
707,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03
708,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39
709,CARRIER,"CARRIER 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - Beige, Black",5.0,1.5,82,588,4.0,79890,47300,111 - 150,871.59
710,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,4,3.8,60990,36990,111 - 150,1136.07
711,Hitachi,"Hitachi 1.5 Ton 3 Star Split AC  - Gold, White",3.0,1.5,68,690,4.0,47690,37899,111 - 150,1157.29
712,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
713,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
714,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03
715,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
716,Panasonic,Panasonic 1 Ton 4 Star Split Inverter AC  - White,4.0,1.0,11,46,4.2,38890,38890,90,0.0
717,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
718,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
719,CARRIER,"CARRIER Flexicool Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter Auto Cleanser, Dual Filtrat...",5.0,1.5,1033,10378,4.1,74090,47000,111 - 150,841.86
720,Voltas,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,244,2635,4.1,61000,33999,111 - 150,1052.15
721,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14
722,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
723,CARRIER,"CARRIER Flexicool Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter Auto Cleanser, Dual Filtrat...",5.0,1.5,1033,10378,4.1,74090,47000,111 - 150,841.86
724,Panasonic,Panasonic 1.5 Ton 4 Star Split AC with Wi-fi Connect  - White,4.0,1.5,0,5,3.6,55345,38890,111 - 150,876.76
725,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03
726,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
727,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03
728,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
729,Lloyd,Lloyd 2023 Model 0.8 Ton 3 Star Split Inverter AC  - White,3.0,0.8,845,5000,4.2,47990,29599,90,549.06
730,Daikin,Daikin 1.8 Ton 3 Star Split AC  - White,3.0,1.8,3,8,3.6,48000,48000,151 - 200,0.0
731,Panasonic,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,5.0,1.5,25,135,4.2,69900,48700,111 - 150,848.28
732,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39
733,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
734,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
735,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
736,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14
737,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
738,Panasonic,Panasonic 1 Ton 3 Star Split AC  - White,3.0,1.0,7,34,4.4,31000,31000,90,686.48
739,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03
740,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
741,Voltas,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,14,127,4.3,61990,61990,111 - 150,1685.0
742,Hitachi,Hitachi 1.5 Ton 3 Star Split Inverter AC  - Gold,3.0,1.5,307,3144,4.0,52700,52699,111 - 150,1730.0
743,Panasonic,Panasonic 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,2330,19830,4.3,50000,41910,111 - 150,1002.72
744,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03
745,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
746,Voltas,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,3,28,4.4,51990,51990,111 - 150,1096.98
747,Hitachi,"Hitachi 2 Ton 3 Star Split Inverter AC  - White, Gold",3.0,2.0,1,34,4.2,59590,59590,151 - 200,0.0
748,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39
749,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
750,LG,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,5.0,1.5,1,18,4.2,83990,51890,111 - 150,968.61
751,Daikin,Daikin 1.5 Ton 3 Star Split with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.0,1.5,204,2045,4.3,43800,40288,111 - 150,1425.0
752,Hitachi,Hitachi 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,4,23,3.6,41290,41290,90,0.0
753,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
754,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
